1,1.1,2,2.1,3,3.1,4,4.1,5,5.1,6,6.1,6.2,6.3,7,7.1,7.2,7.3,7.4,7.5,8,8.1,8.2,8.3,8.4,8.5,9,9.1,10,10.1,11,11.1,12,12.1,12.2,12.3,12.4,13,13.1,13.2,13.3,13.4,13.5,14,14.1,15,15.1,16,16.1,16.2,16.3,16.4,16.5,16.6,16.7,17,17.1,17.2,17.3,17.4,17.5,17.6
numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
56.05574417114258,92.03103637695312,3.391575574874878,38.65968322753906,26.203819274902344,-49.71556854248047,47.4610366821289,26.746612548828125,-35.898860931396484,-1.8891807794570925,5.898688316345215,-43.69232177734375,-47.66426467895508,12.2841215133667,1.5665380954742432,-13.042585372924805,-1.8552596569061282,-39.80590057373047,-30.831512451171875,-61.13700866699219,-25.82785606384277,39.02416229248047,-29.97164535522461,-6.1323723793029785,-56.75698852539063,0.2101360559463501,-33.01984405517578,2.9784927368164062,-8.327313423156737,15.077152252197266,-10.35627269744873,18.01881599426269,-63.29214477539063,-75.9951171875,-35.44591522216797,-99.3927230834961,-73.01741790771484,-18.968013763427734,14.880836486816404,-47.75459671020508,14.73847484588623,-16.853010177612305,-34.217819213867195,-66.33069610595703,-5.723308563232423,-32.08142852783203,-76.85454559326172,13.468185424804688,68.45629119873047,19.31100845336914,30.17892837524414,60.526405334472656,0.6079040169715881,-70.27054595947266,77.36577606201172,-21.73455047607422,1.0282527208328247,7.7917842864990225,68.90372467041016,-10.520872116088867,120.49046325683594,-39.686431884765625
55.5472526550293,43.6900749206543,-65.49598693847656,-13.974522590637207,-28.27496337890625,-39.05012893676758,-1.2106596231460571,-19.012897491455078,19.568010330200195,15.902982711791992,-23.231822967529297,-10.745866775512695,10.269545555114746,31.27583122253418,-26.30948829650879,-18.0770263671875,-10.259323120117188,-43.488677978515625,-63.96562957763672,47.78985595703125,-7.910674571990968,37.951271057128906,-9.677253723144533,-52.37350845336914,6.007475852966309,9.637691497802734,7.8559889793396,-1.527979016304016,6.175285816192628,-16.031373977661133,5.727298259735107,72.07283020019531,-40.54705810546875,-38.19401168823242,-56.60818481445313,-98.99261474609376,-82.66967010498047,-64.5064697265625,4.3486294746398935,-84.35491943359375,23.79228210449219,8.927006721496582,-19.73240089416504,25.67934989929199,22.786357879638672,-13.500933647155762,-12.818994522094727,58.72330093383789,73.05491638183594,72.22550201416016,89.64704895019531,73.12434387207031,57.49507141113281,-76.39321899414062,127.26136016845705,-13.035799026489258,46.3818244934082,-15.752449989318848,31.00033187866211,-39.607521057128906,24.76401138305664,-36.7710075378418
60.99776840209961,63.43879318237305,-51.10858154296875,-13.561346054077148,-18.842947006225586,-1.2146592140197754,-65.5758056640625,-85.77742767333984,19.247453689575195,37.20941925048828,2.3921527862548833,16.509109497070312,-5.3142356872558585,2.372976303100586,-7.342167854309082,-24.550989151000977,1.7746120691299438,32.257949829101555,-1.8350275754928589,-29.46440124511719,-74.94315338134766,-15.261616706848145,25.80698013305664,-46.59333801269531,25.265586853027344,5.462774753570557,17.450323104858402,15.149142265319824,-8.669070243835451,-9.739175796508787,-35.58858871459961,-17.97899627685547,-10.658048629760742,-37.4817008972168,-48.848609924316406,-58.19385528564453,-7.808379650115968,-53.98554229736328,-21.30841827392578,-64.17073822021484,8.968520164489746,1.4135836362838743,-4.955075263977051,29.660667419433594,-14.237561225891113,15.600105285644533,-28.89175033569336,36.93854904174805,61.34487915039063,42.4599838256836,33.834400177001946,13.884751319885256,28.31736946105957,9.063977241516113,45.4932632446289,26.0334415435791,34.21220016479492,1.326109766960144,-22.58075714111328,12.985169410705565,-75.02745056152344,6.434262275695801
18.514867782592773,12.65715789794922,-34.576602935791016,-32.665958404541016,-7.420454025268555,17.119447708129886,-41.80086898803711,-58.61018371582031,32.896915435791016,11.19961929321289,-14.665752410888672,2.0737154483795166,32.634334564208984,45.82540893554688,-47.63299942016602,-6.5802154541015625,-2.768599271774292,-25.282215118408203,-14.930727005004885,10.12342929840088,-106.99407958984376,-21.723146438598636,-20.490711212158203,11.527936935424805,-68.26265716552734,-3.1320295333862305,17.40562629699707,20.108774185180664,-7.76540994644165,-8.737941741943361,1.385166883468628,12.313684463500975,13.992867469787598,-29.30874252319336,-14.997897148132324,15.300610542297365,1.7891212701797483,-41.10733413696289,-17.331886291503903,-40.61281967163086,19.627727508544922,49.20874786376953,1.6612931489944458,58.21481323242188,11.480132102966307,38.754798889160156,6.445356369018555,-14.411023139953613,1.1672042608261108,42.53268814086914,9.161953926086426,21.52173614501953,71.43962860107422,65.84297943115234,-10.69754695892334,55.29746627807617,4.2550063133239755,-2.420143842697144,12.098393440246582,-15.819171905517578,-37.36143112182617,-4.650953769683838
-2.5273923873901367,-63.10466766357422,-13.8141508102417,-15.83798885345459,-45.21692657470703,3.4835495948791504,-62.61333465576172,-49.07650756835938,18.396759033203125,3.2190773487091064,-41.856910705566406,-24.690414428710934,-33.975418090820305,-24.149667739868164,-6.3156514167785645,-29.344135284423828,-52.69625854492188,-41.71394729614258,-13.849935531616213,-58.44736099243164,23.60533905029297,24.29047775268555,32.85591506958008,-19.030916213989254,-2.6034843921661377,1.4218947887420654,-6.299030303955077,10.706376075744627,-12.581364631652832,8.727492332458496,49.3569221496582,51.73290252685547,31.9520263671875,51.82754135131836,44.46638488769531,48.752403259277344,32.32987594604492,-18.740890502929688,-10.787349700927734,34.94314956665039,55.85308837890625,46.73731994628906,4.586625099182129,-5.739993095397949,5.046613693237305,38.81648254394531,38.395301818847656,3.1459546089172363,-2.231750726699829,54.10055923461914,61.57827377319336,11.236470222473145,95.59756469726562,50.96045303344727,-23.19729995727539,43.06756210327149,52.21987533569336,28.23288154602051,-11.71975040435791,5.453648567199707,5.169828414916992,87.80913543701172
-24.90679168701172,-51.19189453125,-29.86799430847168,-27.840293884277344,-24.45510673522949,47.115760803222656,-48.46282196044922,-35.40941619873047,-15.90056610107422,18.471721649169922,6.494039058685303,4.887848377227783,33.342700958251946,29.5980281829834,-27.019466400146484,-17.850940704345703,-11.3462495803833,-37.19195938110352,-6.1129093170166025,-32.350902557373054,4.688098907470703,9.486882209777832,-24.074737548828125,-45.85346603393555,-5.179164409637451,-26.11222648620605,12.15192699432373,25.07245635986328,16.277210235595707,-13.823358535766602,32.66470718383789,45.81920623779297,55.05752182006836,12.181928634643555,16.945438385009766,21.188705444335934,47.67161178588867,-23.753477096557614,-25.90497589111328,37.99667739868164,-0.5783458352088928,55.88626480102539,-3.1673412322998047,67.46831512451172,3.0850837230682373,11.684563636779785,18.349597930908203,-23.2132568359375,-27.84366607666016,25.4172420501709,8.055275917053223,41.7603759765625,71.70707702636719,108.20982360839844,-38.98595428466797,56.43561553955078,11.073355674743652,22.7122859954834,-24.315147399902344,11.061019897460938,-51.8962516784668,63.12318420410156
17.273710250854492,0.5400829315185547,18.649370193481445,-9.105488777160645,-2.1172263622283936,87.95771026611328,-16.89242172241211,-30.35905265808105,31.080501556396484,-23.428695678710934,35.70369338989258,33.255504608154304,30.79866981506348,58.19707870483398,-37.97346878051758,34.52553939819336,-5.571605205535889,-44.40774536132813,3.8828163146972656,-27.82321739196777,-63.69575881958008,-86.87946319580078,-40.66967391967773,-146.61373901367188,-53.933753967285156,-41.12501907348633,25.11468505859375,-5.331361293792725,-8.083478927612305,-5.697968006134032,12.12815761566162,-23.981752395629886,49.36304092407226,-56.45546340942383,5.316143035888672,-25.85283851623535,28.731847763061523,-34.83834457397461,-24.45505142211914,53.64355087280274,-41.04745864868164,4.337507247924806,35.35541915893555,53.22123718261719,-18.94631767272949,4.696020126342773,-19.69223976135254,-53.13138198852539,-54.43929672241211,69.63450622558594,-53.58441543579102,30.93445587158203,21.22088050842285,112.86585235595705,-11.026081085205078,43.089622497558594,18.862913131713867,58.88899993896485,-48.4278450012207,-1.9686769247055051,-88.8005599975586,79.81661224365234
20.712934494018555,10.650232315063477,9.156902313232422,-15.88046646118164,1.9488062858581543,51.9166030883789,-23.10546684265137,-10.48654842376709,46.23005294799805,1.6494482755661009,31.022008895874023,29.58278083801269,28.548105239868164,69.27223205566406,-18.621257781982425,45.90061950683594,32.81634521484375,-43.939857482910156,25.36025047302246,32.677005767822266,-52.53929138183594,-40.090065002441406,-56.497802734375,-57.88869857788086,-82.91243743896484,-27.55285453796387,17.602718353271484,38.1697883605957,2.5140905380249023,-10.764117240905762,-92.4279556274414,-64.45790863037111,13.797393798828125,-47.67951583862305,-9.306351661682127,-22.64097595214844,57.792686462402344,-47.7974624633789,-60.112159729003906,24.26659965515137,-15.119402885437012,-6.275118350982666,37.07215881347656,56.49210739135742,-44.54212188720703,26.542095184326172,40.45604705810547,-17.019512176513672,-42.46398162841797,-11.31690502166748,-20.320636749267575,10.667512893676758,1.960933208465576,128.10523986816406,-20.091087341308594,70.87296295166016,5.356584548950195,2.4634158611297607,-71.22746276855469,-23.842552185058594,-81.41255187988281,41.046146392822266
